"","truseq","inlysate","purified_RNA","rand_truseq","rank","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"12741","SUMO3","LOC105378180","KATNBL1","GSC",12741,10734,10655,11268,4238
"12742","STAU1","SAMD1","CNTRL","LINC01839",12742,10736,10657,11270,4239
"12743","SMARCA1","C5","SFI1","LINC01746",12743,10737,10659,11272,4240
"12744","SSU72","LACTB2-AS1","BRWD1","COMMD3",12744,10738,10661,11273,4241
"12745","MANF","FTCD","FBLIM1","ZFYVE19",12745,10739,10663,11274,4242
"12746","MADD","RBP7","ERMAP","TYRP1",12746,10740,10665,11275,4242
"12747","STXBP1","DHRS2","HAPLN1","SRGAP2B",12747,10741,10667,11275,4244
"12748","PSMC6","POU5F2","C11orf45","LOC102723825",12748,10742,10669,11276,4244
"12749","SFT2D2","SURF2","NBPF3","LOC107985389",12749,10743,10670,11277,4245
"12750","ADK","CYP17A1-AS1","CLCN7","LOC107986990",12750,10744,10672,11278,4245
"12751","NUP155","LOC105371870","TRIM9","MIR548E",12751,10745,10673,11279,4245
"12752","RBM22","NDN","CNOT4","GPR179",12752,10747,10675,11280,4246
"12753","NUP88","ADM5","C7orf26","GNAT3",12753,10748,10677,11281,4247
"12754","PNN","LOC391322","ZNF593","HK2",12754,10749,10679,11283,4248
"12755","SREK1","DOCK3","PRPF18","SMIM32",12755,10750,10681,11285,4249
"12756","TOMM40L","SNORD45B","GNL2","LOC105371557",12756,10751,10683,11286,4249
"12757","NAGPA","LINC01275","VOPP1","LOC101929384",12757,10752,10685,11287,4249
"12758","PRR14L","LOC107985783","PTPRK","ZAR1",12758,10753,10686,11287,4249
"12759","PGAP3","MIR181A2HG","AMZ2","KCNK18",12759,10754,10688,11288,4249
"12760","FAM118B","NOXRED1","DCLRE1B","LINC02557",12760,10756,10690,11289,4249
"12761","INTS9","C6orf99","LINC01116","UTP25",12761,10757,10692,11291,4251
"12762","PHKG2","ITGB2-AS1","HCLS1","SNORD115-9",12762,10758,10693,11291,4252
"12763","CMSS1","TSC22D1-AS1","ZNF124","MIR320A",12763,10760,10695,11293,4252
"12764","SLC2A13","LOC105372201","HNRNPUL1","LHX3",12764,10761,10697,11294,4252
"12765","TRAPPC2","LOC105371143","BLOC1S6","LOC400499",12765,10762,10699,11295,4252
"12766","ZNF527","COG5","DCXR","RELCH",12766,10764,10701,11296,4253
"12767","C8orf48","CDH18","CASC4","LAMA3",12767,10766,10703,11298,4255
"12768","LOC112268412","SLAMF9","TUSC2","BAG2",12768,10767,10704,11300,4256
"12769","CCT6P1","LOC105374689","FBXW9","MIR130A",12769,10767,10706,11301,4256
"12770","KLHDC9","ERICH2","USP37","LOC107986986",12770,10769,10708,11303,4256
"12771","GDPD3","LOC107985986","TMEM241","SOX18",12771,10769,10709,11304,4256
"12772","RDH5","MPPED2","MMP10","LCP1",12772,10770,10710,11306,4258
"12773","CPN2","MYO19","KLHL11","ALG5",12773,10771,10711,11307,4259
"12774","LOC107986637","ZMYND10","CNNM4","ZDHHC1",12774,10771,10713,11308,4261
"12775","LOC100130698","UCKL1-AS1","KLHL15","BRINP1",12775,10772,10713,11309,4262
"12776","TXLNB","LOC102724814","PRKCH","LOC105373404",12776,10772,10714,11311,4262
"12777","TRPA1","LOC100288203","LOC105374879","NOC4L",12777,10772,10714,11312,4263
"12778","NDUFB1","ZFP3","TMEM30A","LINC01003",12778,10774,10716,11314,4264
"12779","VSIG10","KCNA7","PSMC2","LOC107985423",12779,10776,10718,11315,4265
"12780","ECI1","TNKS","NAXE","LOC107987084",12780,10778,10720,11317,4265
"12781","RAB40C","SUSD5","SUCLG1","PLXNC1",12781,10780,10722,11319,4266
"12782","ZNF274","SOCS2-AS1","EMC1","GTF2IRD1",12782,10782,10723,11320,4267
"12783","ALDOC","ADGRD1","CDH11","ZNF134",12783,10783,10725,11322,4269
"12784","FASTKD3","KIF5C","MFSD12","HIF1A-AS3",12784,10785,10727,11323,4269
"12785","ZNF550","RPP21","CAND1","SMIM18",12785,10786,10729,11324,4269
"12786","OSBP2","LOC105370491","PCLAF","CCDC84",12786,10787,10731,11325,4269
"12787","SYNGAP1","UNC13D","PAPSS2","RFX3-AS1",12787,10787,10732,11326,4269
"12788","POLR2J2","ZNF556","SCCPDH","MIRLET7G",12788,10787,10733,11327,4269
"12789","CCDC13","DLL3","SMARCA2","CYRIA",12789,10788,10735,11328,4270
"12790","LOC105378075","MCTS1","COL16A1","ATP23",12790,10788,10736,11330,4270
"12791","RPL19","SNCB","FAM91A1","LINC01491",12791,10789,10738,11332,4271
"12792","RPL18","AOC2","INTS14","TDRD5",12792,10791,10739,11334,4271
"12793","PYM1","RHBDL3","MORC3","FAM120AOS",12793,10793,10741,11336,4273
"12794","DHX34","CBX8","TCAIM","LINC01030",12794,10795,10743,11337,4273
"12795","MON1A","PEX5","C3orf38","GYS1",12795,10797,10745,11338,4275
"12796","LYN","CCHCR1","DDHD2","LOC105373936",12796,10799,10747,11340,4275
"12797","SPRN","LOC105374304","KLHL22","LOC105378654",12797,10800,10749,11341,4275
"12798","ADAM8","HHEX","PRKAR2B","LOC105373262",12798,10800,10751,11343,4275
"12799","ATE1-AS1","FAM21EP","LINC01094","FAM118A",12799,10802,10753,11344,4276
"12800","PLEKHH1","ILDR2","HOXA1","MIR6129",12800,10802,10754,11345,4277
"12801","POLH","COL4A5","LOC102724528","LOC100507507",12801,10804,10755,11347,4278
"12802","MLKL","LOC100506235","BIRC3","LOC339862",12802,10805,10757,11349,4278
"12803","GLYATL2","CASC1","LOC100507557","TMEM134",12803,10805,10759,11349,4279
"12804","ADGRD1","LOC107986211","LINC00663","ANKRD13D",12804,10807,10760,11350,4280
"12805","HOXA4","GGT6","LOC105376037","CCDC196",12805,10808,10761,11350,4280
"12806","SNORA67","MT1H","HLA-DMA","ECT2L",12806,10809,10762,11350,4280
"12807","HOXA6","LOC151760","ZNF442","SPAST",12807,10811,10764,11351,4282
"12808","C6orf136","FAM169A","RAB8A","G6PC2",12808,10812,10765,11353,4283
"12809","CAMKK1","H2BC11","TMEM14A","MT1X",12809,10814,10767,11355,4284
"12810","MCTS1","LOC107984546","SUPT4H1","STX4",12810,10816,10769,11356,4285
"12811","PCGF3","LOC107985209","CDK8","PTH",12811,10817,10771,11357,4285
"12812","EIPR1","FAAH","FRY","SNORD115-7",12812,10819,10773,11359,4285
"12813","COX7A1","C17orf107","TMEM170B","ERCC4",12813,10821,10775,11361,4286
"12814","LOC102723694","TMEM190","RBM15-AS1","LOC100379224",12814,10821,10776,11361,4286
"12815","STYK1","AGAP2","SLC37A3","SUPT7L",12815,10823,10777,11362,4287
"12816","LOC554206","ID2-AS1","SHISA4","PI4KAP1",12816,10824,10778,11364,4288
"12817","YTHDF3","LOC100129484","TENT2","RTN4RL1",12817,10826,10780,11365,4289
"12818","DIMT1","KIAA1656","ATG2B","SERGEF",12818,10828,10782,11367,4290
"12819","WDR66","BABAM2-AS1","FAM86FP","ZCCHC17",12819,10829,10784,11368,4291
"12820","ZNF354B","ANKRD36BP1","PLEKHA6","ZNF735",12820,10830,10786,11370,4291
"12821","DACT3-AS1","ARID3C","CCDC144B","TNFRSF11A",12821,10831,10787,11371,4292
"12822","KLHL9","EEF1A2","LRP10","LOC254896",12822,10833,10788,11373,4293
"12823","PCNX2","LOC400499","ARFIP1","LOC107986356",12823,10834,10790,11374,4293
"12824","LINC01435","VLDLR-AS1","CADPS2","LOC105377842",12824,10834,10791,11376,4293
"12825","UBA52","LOC101928705","DDR2","LINC00487",12825,10836,10792,11377,4293
"12826","FEM1A","LOC101929882","FTCDNL1","ASPG",12826,10838,10794,11379,4293
"12827","BCL7C","LOC105378077","DTD1","LOC105378072",12827,10839,10795,11380,4293
"12828","CCDC82","FRG1","PAK4","LOC105377869",12828,10841,10797,11382,4294
"12829","ZMYM6","IQCH","VMO1","NKX6-3",12829,10842,10798,11383,4294
"12830","ZSWIM3","SUMO1P3","POLR2A","PAAF1",12830,10844,10800,11383,4295
"12831","PRRT2","LOC105370508","LOC105379854","TTTY23",12831,10845,10801,11383,4295
"12832","CGAS","QRFPR","CNN3","LOC101927510",12832,10846,10803,11384,4295
"12833","NKX2-6","GTF2H2C","DDX23","NCCRP1",12833,10847,10805,11386,4295
"12834","LOC107984913","LOC105372462","ITGB1","LOC105371725",12834,10847,10807,11387,4295
"12835","PAFAH1B1","HNRNPH2","EP300","BATF3",12835,10848,10809,11389,4297
"12836","COMT","TUBA3FP","MZF1-AS1","CLASP1",12836,10849,10810,11390,4298
"12837","CST3","NFKBIB","SENP8","SNORD115-35",12837,10850,10812,11391,4299
"12838","SLBP","CD101","TLN1","IPO8",12838,10852,10814,11392,4299
"12839","RBBP5","FAM133A","MACROH2A1","EMSY",12839,10853,10816,11394,4301
"12840","DHX37","DHX16","BCKDHA","EPHX4",12840,10855,10818,11396,4303
"12841","TJP2","LOC102724883","TIMMDC1","SOAT1",12841,10856,10818,11397,4305
"12842","DPH1","ENO1-AS1","UBA3","PRAMEF6",12842,10858,10819,11398,4305
"12843","GRIPAP1","NPL","POLD1","LOC105376278",12843,10860,10821,11400,4306
"12844","PATZ1","ANKRD18B","COL15A1","LOC105369901",12844,10861,10822,11402,4306
"12845","DDX59","CEL","TMEM69","LINC02822",12845,10863,10823,11404,4307
"12846","LINC00938","MIR3659HG","BAZ2A","LOC101929601",12846,10864,10825,11405,4308
"12847","GIHCG","TNNT1","SLMAP","LOC101929547",12847,10865,10827,11407,4308
"12848","SP4","LOC112268134","CCNY","DMRT3",12848,10866,10829,11408,4308
"12849","SLC25A19","TRPA1","PTTG1","HYOU1",12849,10868,10830,11409,4309
"12850","SCAMP5","LOC100129434","CCT2","LOC105374048",12850,10870,10832,11410,4309
"12851","ZNF708","LINC02257","GNPDA2","LIMK2",12851,10872,10834,11412,4310
"12852","PRKXP1","RAB3A","KIF17","LINC01532",12852,10874,10836,11413,4310
"12853","ERICH6-AS1","ZNF780A","LINC01563","NKAP",12853,10876,10838,11413,4312
"12854","WDFY4","LOC105375513","ZSCAN20","OPN3",12854,10877,10839,11414,4313
"12855","RPS18","RNF125","SUV39H2","CYP1A2",12855,10879,10841,11416,4313
"12856","FAM222A","PHRF1","CFAP299","BHMT",12856,10880,10842,11418,4313
"12857","NIPSNAP3B","GRHL1","HECTD4","STUB1",12857,10882,10844,11419,4314
"12858","PCDH17","HAPLN4","ZNF561-AS1","LOC105372261",12858,10883,10845,11420,4314
"12859","TSNARE1","GDNF-AS1","TCTEX1D1","LOC107986474",12859,10885,10847,11422,4314
"12860","PROCA1","LOC101928402","PWAR6","HYLS1",12860,10885,10849,11424,4316
"12861","TMED4","CILP","KCND1","LINC02693",12861,10887,10851,11426,4317
"12862","CIAO2B","SLC3A1","ZNF671","MICOS10-NBL1",12862,10888,10853,11427,4317
"12863","PPP2R2A","FTO-IT1","TMEM183B","LOC101929773",12863,10889,10855,11428,4318
"12864","TK1","LOC105747689","DSEL","SCART1",12864,10891,10856,11429,4318
"12865","PPP2R2D","SLC2A1-AS1","LAS1L","CXADR",12865,10893,10858,11431,4318
"12866","CDKAL1","ADAP2","RRNAD1","TTC3P1",12866,10894,10860,11432,4319
"12867","MMP24","LINC01094","SLC12A9","PPM1E",12867,10896,10861,11434,4320
"12868","P3H2","PPARGC1B","GNPTG","ANKRD44",12868,10898,10863,11435,4321
"12869","CACNG7","SKA1","TEDC1","MROH6",12869,10899,10864,11436,4321
"12870","SLC35A1","LINC01679","CEP192","LOC105379041",12870,10900,10866,11438,4321
"12871","PMS2P4","ATAD3C","LOC101929256","OR5D18",12871,10900,10868,11438,4322
"12872","DEF8","H2AC18","TRIM32","POM121L4P",12872,10902,10870,11439,4322
"12873","POP4","LOC389765","GPX4","PTGDR",12873,10904,10872,11440,4323
"12874","KIAA0895L","SLC22A25","ZNF646","EXOC6B",12874,10905,10874,11441,4324
"12875","HCLS1","NELFE","MRPL58","DLX3",12875,10906,10876,11442,4325
"12876","LOC105374997","LOC101928068","PPP1R35","AFF4",12876,10907,10878,11443,4327
"12877","LOC105370469","BCL2A1","BPHL","SEBOX",12877,10907,10880,11444,4328
"12878","ASF1B","TTC39C-AS1","ACSS2","LOC112268048",12878,10907,10881,11446,4329
"12879","SP1","SNORD38A","ZNF287","LOC105378575",12879,10908,10882,11447,4329
"12880","PMM2","CYP1B1-AS1","ICAM4","LOC107985903",12880,10909,10883,11447,4330
"12881","XRCC1","FAM239A","MAZ","CASC2",12881,10911,10885,11449,4330
"12882","CPSF4","SNORD22","ZNF773","NUDT16",12882,10912,10886,11450,4331
"12883","ZIC1","LINC00511","LOC100289230","LOC105375133",12883,10913,10887,11451,4332
"12884","RPL5","COLQ","ACTA2","PLCE1-AS1",12884,10915,10889,11452,4332
"12885","PAM","LOC101928631","UPF3B","MINDY4B",12885,10916,10891,11453,4332
"12886","LAMTOR1","LOC105373418","GFER","LINC02680",12886,10917,10893,11455,4333
"12887","POMP","LOC105378372","ARL1","LOC105373190",12887,10918,10894,11456,4334
"12888","VPS41","CCDC13","LINC01191","LINC01733",12888,10920,10894,11458,4335
"12889","MMP24OS","SNORD35B","PDK1","DDIT4",12889,10921,10896,11460,4336
"12890","ANAPC16","LOC105375733","MIR10B","LOC107986557",12890,10922,10897,11460,4337
"12891","PDE6D","OXCT2","RBM28","LOC105375830",12891,10924,10899,11462,4337
"12892","NEGR1","LOC107986196","LAMB3","LOC105377759",12892,10925,10901,11463,4338
"12893","TIMM29","OR1J2","RENBP","CFHR2",12893,10927,10903,11464,4338
"12894","MAST3","FMO4","ST7-AS1","RNF40",12894,10929,10905,11466,4338
"12895","SPATA2L","F11R","VTRNA2-1","LOC101927496",12895,10930,10906,11467,4338
"12896","ZCWPW1","SMCR2","ATP8A1","LOC105374776",12896,10931,10908,11467,4338
"12897","PEAR1","LOC105374454","USP12","H2BC18",12897,10932,10910,11468,4338
"12898","LOC112267961","EIF1B-AS1","PRRC2B","DARS-AS1",12898,10933,10911,11470,4338
"12899","ASS1","FN3K","F10","TRMT112",12899,10935,10913,11472,4340
"12900","IKBIP","LOC107985416","HAR1A","LINC02273",12900,10936,10914,11473,4340
"12901","ATP5MF","SMCO2","LRRC14","ZKSCAN4",12901,10938,10916,11475,4341
"12902","MAP1LC3B","PARN","ETV3","LOC102724087",12902,10940,10918,11477,4341
"12903","DHFR2","TSKS","CAPN10","ATP12A",12903,10941,10919,11478,4341
"12904","DNAH11","HPD","SHF","LOC105370271",12904,10943,10921,11479,4341
"12905","GAS5","C9orf24","ACAD10","FABP12",12905,10944,10922,11481,4341
"12906","KRT8","SEMA3B-AS1","GINM1","LOC107985007",12906,10944,10924,11482,4342
"12907","PRSS53","STAR","NNT","SUCLG2",12907,10945,10925,11483,4344
"12908","FXR1","GPR21","PDIA5","OR10AG1",12908,10946,10927,11484,4344
"12909","KLHL5","CDHR3","LRRC49","LOC105375243",12909,10948,10929,11486,4344
"12910","FER","LINC00520","LOC100507634","DTL",12910,10949,10931,11486,4345
"12911","TRIM41","LOC101929057","FOLR3","AP3M1",12911,10950,10933,11488,4346
"12912","GATB","LOC107984088","SNTB2","BRINP3",12912,10951,10935,11489,4346
"12913","VAMP4","SLC25A27","CTNNB1","HOMEZ",12913,10953,10937,11491,4347
"12914","ZNF287","TFPT","ALKBH1","LOC107984509",12914,10954,10939,11493,4347
"12915","CCDC151","ZNF571","TPBGL","LINC01993",12915,10955,10940,11495,4347
"12916","LOC642484","ZSCAN31","ZMYND10","PPY",12916,10955,10940,11497,4348
"12917","LOC93622","LOC101927979","PLXNB3","LSS",12917,10956,10942,11498,4350
"12918","DKK3","SNORD35A","CAPN5","LOC105371597",12918,10957,10944,11499,4350
"12919","POLR2K","SPINT2","ST7","RNF144A-AS1",12919,10958,10946,11500,4351
"12920","ZNF713","RAB26","PHYKPL","LOC107984452",12920,10959,10947,11502,4351
"12921","FAM171A2","LINC02606","VSIG10L","SNORD14E",12921,10961,10949,11503,4351
"12922","NBPF11","LOC101929704","RALGAPA1P1","LOC105371200",12922,10962,10951,11503,4351
"12923","ASB7","SYNGR3","CTBP1","ATM",12923,10963,10953,11504,4352
"12924","PCDHGB5","LCTL","QPCT","LOC107984663",12924,10965,10955,11505,4352
"12925","CPNE8","EPS15-AS1","IFT43","CIB1",12925,10966,10957,11506,4354
"12926","PKD1L1","LPAR2","ZFYVE16","MIR4491",12926,10968,10958,11508,4354
"12927","NR2F2-AS1","LINC01443","SCMH1","GCNT4",12927,10969,10959,11510,4355
"12928","LINC00467","LOC112268027","DNAJC25","LOC102723331",12928,10971,10960,11512,4355
"12929","HAPLN3","CXCL16","ZNF574","LOC107985542",12929,10973,10962,11514,4355
"12930","SETSIP","KCNE3","ABCB7","LOC101926953",12930,10974,10963,11516,4355
"12931","TIMMDC1","CD34","PRPF39","LOC150051",12931,10976,10965,11517,4355
"12932","WWP1","HYKK","ICA1L","CBR3",12932,10977,10966,11519,4357
"12933","COPS9","MIR924HG","ZNF613","UBE2U",12933,10979,10968,11521,4357
"12934","HERC1","LOC105378669","FAM89A","EIF4E2",12934,10980,10969,11522,4358
"12935","RBM19","ANKLE1","PRKRIP1","LOC107986969",12935,10981,10970,11522,4358
"12936","ARHGEF34P","ERN2","RNF112","LOC105371095",12936,10981,10971,11523,4359
"12937","LOC105378031","B3GNT8","SEMA3F","TTC9",12937,10981,10972,11524,4360
"12938","RAP1B","HOXC-AS2","TMTC2","BRAT1",12938,10983,10974,11525,4362
"12939","ANKRD13C","LOC100287837","LOC105376951","EXTL3-AS1",12939,10984,10976,11525,4362
"12940","FBXO41","PDZD7","SMIM1","HYAL2",12940,10985,10976,11525,4364
"12941","CXCL5","STAT4","PRAC2","LAPTM5",12941,10986,10977,11526,4365
"12942","SCAMP4","SOX8","SEMA3E","FUT5",12942,10987,10978,11527,4365
"12943","SAMD4A","LINC00665","DR1","ACSS1",12943,10988,10980,11529,4367
"12944","ATP5F1B","LINC01894","THUMPD1","LOC105377642",12944,10990,10981,11531,4367
"12945","SLC38A10","CD177","GLRX3","RHPN1-AS1",12945,10992,10983,11532,4368
"12946","GNPAT","LOC107984387","CCDC167","LOC101928215",12946,10994,10985,11533,4368
"12947","MRPS35","PLAAT4","FAM104B","LOC283683",12947,10996,10987,11535,4369
"12948","RAD51","LOC100507557","MED23","SNORA74D",12948,10998,10989,11537,4369
"12949","APLF","LOC102724687","XRCC3","ATXN8OS",12949,11000,10991,11538,4369
"12950","ZNF215","TXNDC2","ARMC1","LOC102723842",12950,11001,10993,11539,4370
"12951","LOC100507551","LOC389247","CRY2","LOC107984644",12951,11002,10995,11541,4371
"12952","LOC100996437","LOC728024","SYNE3","GRASP-AS1",12952,11002,10997,11543,4371
"12953","PCSK4","CASP17P","ANKRD33B","LOC105378823",12953,11002,10999,11544,4371
"12954","MED12L","LINC02679","ARHGAP20","LOC105377996",12954,11002,11000,11544,4371
"12955","FUZ","EVI2B","ZNF443","TRG-AS1",12955,11004,11002,11545,4372
"12956","FDXACB1","LOC107984989","PNKD","MIR4641",12956,11005,11004,11546,4372
"12957","METTL25","DRICH1","SPTLC1","LOC107985992",12957,11006,11006,11547,4373
"12958","ADGRF3","CNTN1","GTF2A1","LOC105371867",12958,11006,11007,11548,4374
"12959","DGKQ","RHCE","CYC1","LOC101927751",12959,11008,11009,11550,4375
"12960","CCNYL1","SYTL1","TJP2","PLEKHO1",12960,11009,11011,11551,4377
"12961","KLF3","LOC101928120","CDKN1B","NDUFA7",12961,11010,11013,11553,4378
"12962","SCARNA22","UBAC2-AS1","IRX3","SMAP2",12962,11012,11014,11555,4380
"12963","FNBP1","LOC105371492","PPIB","DAOA-AS1",12963,11014,11016,11557,4381
"12964","GTF2I","UBR7","ZNF18","LOC105374992",12964,11016,11018,11558,4382
"12965","DNM3","FLJ31356","ADAM15","LINC00602",12965,11017,11020,11559,4383
"12966","ACSL5","LINC02427","TMEM79","TTC32",12966,11017,11022,11560,4385
"12967","IL1RL1","LOC107985352","ZNF767P","LOC101929898",12967,11018,11024,11561,4386
"12968","MRPL15","LOC105371622","KLF17","PTPRA",12968,11019,11025,11563,4388
"12969","PRKACB","TPTE2P1","MYH15","LZIC",12969,11020,11027,11563,4389
"12970","ZNF621","NPEPPSP1","MTRNR2L2","HNRNPU",12970,11021,11028,11564,4390
"12971","PPAT","ZNF213-AS1","NECAB3","KCNC4",12971,11023,11030,11566,4392
"12972","ZNF415","SLC7A14-AS1","LINC01133","A3GALT2",12972,11024,11031,11567,4392
"12973","LOC100379224","LOC105372180","ESD","MIR6134",12973,11025,11032,11568,4393
"12974","GPC2","LYPD3","TMEM67","LOC102723890",12974,11026,11034,11570,4393
"12975","TERF2","LOC107985885","LOC107985154","LOC105378914",12975,11027,11035,11571,4394
"12976","MRPL53","LINC02615","NUP155","ARRDC1",12976,11028,11037,11572,4396
"12977","BNIP3L","H4C5","USP19","KIAA1671-AS1",12977,11029,11039,11573,4397
"12978","H6PD","LOC112267936","RTN3","DOCK7",12978,11030,11041,11574,4398
"12979","ABITRAM","LOC107986115","MRPL43","PAXX",12979,11031,11043,11575,4399
"12980","SLC43A2","TAS1R1","RSF1","LOC101927551",12980,11032,11045,11577,4400
"12981","TAMM41","LOC107984455","POMP","RACK1",12981,11033,11047,11579,4400
"12982","PCDHB5","SLC8A1-AS1","GDE1","LOC105372212",12982,11034,11049,11581,4400
"12983","FAM20C","FAM86HP","PACS1","RNF186",12983,11035,11050,11583,4401
"12984","CDC42","IL31RA","SPECC1L","PRAMEF34P",12984,11037,11052,11585,4401
"12985","SMG1P2","ZNF233","VPS45","RNVU1-6",12985,11039,11054,11587,4401
"12986","SIM1","LOC105371256","ANGEL2","LOC107987324",12986,11040,11056,11588,4401
"12987","DYNC1LI1","LOC101927608","GFRA1","PCDHB19P",12987,11041,11058,11590,4402
"12988","ACSF3","OASL","SCIN","OR52N4",12988,11043,11060,11592,4402
"12989","KIF9-AS1","UFL1-AS1","MFSD9","LOC105375222",12989,11043,11062,11594,4402
"12990","PLCB2","SSUH2","CASP7","LINC01511",12990,11043,11064,11595,4402
"12991","CD59","LOC107987250","C3orf33","LOC107984202",12991,11045,11066,11596,4402
"12992","GDI2","LOC101928530","PIGL","OR10V2P",12992,11046,11067,11597,4402
"12993","CFL2","LOC112268064","LOC105377294","CARS-AS1",12993,11047,11069,11598,4402
"12994","SPATS2L","ADAMTS15","FAM189B","ATP5PO",12994,11049,11071,11600,4403
"12995","NR1H2","LINC00877","NOTCH2NLA","LIF-AS1",12995,11050,11073,11600,4404
"12996","HSPA13","ALG1L9P","ENPP5","LOC105373836",12996,11051,11074,11601,4404
"12997","MTREX","LOC102723989","LINC01711","LOC107984208",12997,11053,11076,11603,4404
"12998","KLHL12","LOC101927712","RHOBTB2","LOC101927762",12998,11054,11078,11605,4404
"12999","ALS2","ATP5IF1","RANBP1","AKR1A1",12999,11056,11080,11606,4406
"13000","SBDSP1","C2CD4D-AS1","MAEA","LOC105375911",13000,11057,11082,11608,4407
"13001","HIGD2A","LOC100507634","NEMF","KRTAP20-2",13001,11059,11083,11610,4407
"13002","SH3GLB2","PTPRH","SLC35C1","LOC101927730",13002,11061,11085,11611,4408
"13003","CSMD2","LOC107985770","HNRNPA0","LINC02499",13003,11062,11086,11612,4408
"13004","MOSPD2","LOC105371272","CA12","LINC01786",13004,11063,11088,11613,4408
"13005","SOD3","OR2B6","TSEN15","THAP7-AS1",13005,11064,11090,11614,4409
"13006","DCAF4","KRT34","FKBP7","OR2T7",13006,11066,11090,11615,4409
"13007","GSPT2","KCTD16","STARD3","LINC00928",13007,11068,11092,11616,4409
"13008","SLC25A28","CCDC188","PGAP4","RGPD1",13008,11069,11094,11617,4410
"13009","LINC01278","LOC105379194","DCAF4","LINC02765",13009,11070,11096,11618,4410
"13010","RIMKLB","TRPV3","FAM136A","LY75-CD302",13010,11071,11098,11620,4410
"13011","CWF19L2","LOC107984638","H4C3","LOC107984596",13011,11072,11099,11622,4410
"13012","CCDC112","LOC105369975","SNHG1","LOC107984833",13012,11074,11101,11624,4411
"13013","FIGN","LOC105376220","LRRC8E","SCARA3",13013,11076,11103,11626,4412
"13014","IPO5P1","NOX5","PHETA1","NFIA-AS1",13014,11078,11105,11627,4412
"13015","TMCC1-AS1","LOC101928982","ADAMTSL4","ARHGEF17",13015,11079,11107,11629,4413
"13016","PDCD4-AS1","BORCS5","TRMO","PPAN-P2RY11",13016,11081,11107,11630,4413
"13017","JCHAIN","CDKN1C","KIFC2","PODN",13017,11081,11109,11631,4413
"13018","GLUD1P3","LOC105376579","ZNF350","MIR151A",13018,11081,11110,11632,4413
"13019","CA11","KIAA1211L","ZNF626","SSX4",13019,11082,11112,11633,4413
"13020","P4HA2","LOC101929340","ALG10","LOC105379144",13020,11083,11114,11634,4413
"13021","FBXW2","JCHAIN","CSNK2A3","HMGCL",13021,11085,11116,11636,4414
"13022","THBS3","SLCO4A1","ZNF726","ISG20L2",13022,11087,11117,11637,4415
"13023","TPTEP1","ZNF22-AS1","SHC4","FUBP1",13023,11088,11118,11638,4417
"13024","H1-2","MAFA","CCDC18-AS1","ACSBG1",13024,11089,11119,11639,4417
"13025","FHIT","GDF9","LOC105378443","LOC105371479",13025,11090,11120,11639,4418
"13026","ZNF518B","LOC105377196","FGL2","HERC2P3",13026,11091,11122,11639,4419
"13027","TWIST2","LOC105378383","LINC01465","LINC01364",13027,11092,11124,11640,4420
"13028","BOD1","DRC3","TAF7L","CDK7",13028,11094,11125,11641,4421
"13029","NCAPH2","GAS1RR","RMRP","LINC02742",13029,11096,11126,11642,4421
"13030","LOC105372424","PMS2CL","DTWD2","KCTD2",13030,11097,11127,11643,4422
"13031","ERMP1","LINC00703","MYOSLID-AS1","CBWD1",13031,11098,11129,11644,4423
"13032","DDX1","PMS2P4","LOC112268184","ARMC8",13032,11100,11130,11645,4424
"13033","ITGA4","HOXA-AS3","RNU6ATAC","ASAP1",13033,11101,11130,11646,4425
"13034","TOR1AIP1","SPIN2A","LOC107986114","SCAT1",13034,11102,11131,11647,4425
