	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
PAPLN	3	7	3	1	6	2	2	0	0	0	2	0	0	0	0	0	1	0
PAPOLA	1418	2416	746	694	606	295	578	82	181	468	92	89	115	225	263	151	414	93
PAPOLB	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPOLG	80	200	90	49	43	21	32	4	18	49	3	9	8	16	16	14	27	4
PAPPA	1416	1819	466	734	322	268	758	46	108	486	61	99	211	235	208	162	264	105
PAPPA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PAPPA2	0	31	1	6	3	7	0	3	0	3	0	0	1	0	0	0	0	1
PAPSS1	420	743	233	257	231	58	126	32	39	118	11	29	47	76	82	47	136	23
PAPSS2	389	937	601	289	149	171	153	27	122	183	28	50	57	100	199	64	136	58
PAQR3	111	366	150	98	70	77	37	11	29	84	20	20	10	47	45	22	69	16
PAQR4	82	186	70	50	38	29	34	4	11	32	6	6	5	12	14	13	29	9
PAQR5	114	326	231	117	69	25	92	12	43	85	17	16	12	17	61	13	46	6
PAQR6	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0
PAQR7	56	95	62	26	23	17	23	4	4	17	6	2	5	14	16	2	11	5
PAQR8	79	151	25	10	25	4	18	7	11	21	5	3	12	15	20	5	16	5
PAQR9	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PAQR9-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PARAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARD3	271	549	190	116	116	49	195	16	33	104	8	24	36	41	102	35	94	25
PARD3-AS1	5	3	1	0	2	0	1	0	1	0	0	0	0	1	1	0	2	0
PARD3B	140	225	64	53	62	24	112	8	24	40	6	12	21	23	31	11	61	9
PARD6A	9	13	0	2	4	1	8	1	0	1	2	1	0	2	0	0	3	0
PARD6B	0	12	1	0	4	1	0	0	0	2	0	2	0	0	3	0	6	1
PARD6G	45	107	25	23	16	12	7	2	7	26	1	7	4	2	6	5	21	0
PARD6G-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARG	127	216	79	51	30	20	15	8	11	42	7	3	14	26	16	11	34	7
PARGP1	0	0	0	0	1	5	0	0	0	1	0	1	0	0	0	0	0	0
PARGP1-AGAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARK7	3133	5891	2000	1544	1236	673	1016	144	356	931	136	167	298	519	605	340	1075	181
PARL	398	747	194	149	161	86	145	16	81	120	23	25	32	83	133	54	103	34
PARM1	0	2	0	10	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PARM1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARN	5	6	1	2	1	3	3	0	2	4	0	1	0	1	1	1	2	0
PARP1	484	843	293	237	212	105	135	19	45	116	23	28	40	93	109	41	153	29
PARP10	100	175	38	46	58	14	35	7	2	36	4	12	7	21	15	13	35	8
PARP11	61	92	53	44	28	11	23	11	9	14	2	15	8	13	22	3	18	2
PARP11-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP12	139	167	69	25	26	6	68	3	19	14	4	5	10	11	11	6	11	4
PARP14	375	428	135	90	67	29	118	17	31	54	7	16	26	31	23	11	51	11
PARP15	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0
PARP16	41	105	12	14	10	12	16	2	1	27	0	6	2	12	1	5	7	6
PARP2	125	272	121	51	78	41	49	9	4	32	21	18	8	20	22	15	42	10
PARP3	271	439	166	147	177	55	75	11	33	81	2	13	15	35	43	36	64	18
PARP4	378	657	167	189	153	52	107	16	31	110	33	25	32	74	98	44	91	16
PARP6	177	329	126	79	118	39	104	21	21	78	16	8	16	37	41	13	51	18
PARP8	88	85	19	20	9	6	29	1	7	10	2	3	7	5	9	10	14	6
PARP9	129	218	75	43	23	15	40	10	20	29	1	5	11	15	4	10	13	1
PARPBP	147	278	51	29	52	30	31	5	32	19	7	8	7	21	26	11	21	9
PARS2	28	112	29	25	7	4	17	2	8	10	3	2	3	3	4	3	5	0
PART1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0
PARTICL	32	51	17	7	5	8	7	0	0	1	1	1	1	3	2	1	7	0
PARVA	2193	4504	1564	1314	982	555	905	129	322	810	132	172	245	346	530	271	662	182
PARVB	516	937	257	200	224	62	147	29	57	118	26	31	50	89	86	49	146	30
PARVG	217	313	93	53	74	34	69	9	25	69	10	14	14	38	22	13	41	10
PASD1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PASK	23	40	12	11	13	8	4	0	5	7	2	2	1	6	9	1	8	4
PATE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PATE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATJ	36	64	31	20	20	8	25	0	3	14	1	0	5	6	22	7	22	3
PATL1	184	350	108	96	120	57	152	20	45	135	15	16	16	43	39	28	68	14
PATL2	0	16	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1
PATZ1	146	180	37	70	49	22	51	7	14	42	6	8	12	23	13	10	20	6
PAUPAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAWR	289	731	228	195	225	109	126	15	54	114	25	55	30	82	78	41	148	26
PAX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX3	90	106	19	42	27	8	34	5	6	10	3	8	15	11	11	9	14	6
PAX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX6	31	32	4	14	27	6	10	0	2	6	3	0	0	0	1	2	2	1
PAX6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX8	17	134	10	16	14	15	21	3	5	9	1	0	2	6	14	5	17	2
PAX8-AS1	69	456	79	30	57	85	27	16	8	40	27	26	8	45	20	15	75	12
PAX9	22	10	0	7	0	0	3	0	1	0	0	0	0	1	0	0	1	8
PAXBP1	89	199	68	93	54	41	102	5	19	51	4	7	14	23	16	13	41	9
PAXBP1-AS1	5	1	0	0	1	0	0	1	6	3	0	0	1	0	0	1	1	0
PAXIP1	82	191	35	59	44	23	52	5	18	28	5	11	23	12	15	9	15	3
PAXIP1-AS1	11	70	11	12	11	8	10	1	9	9	0	0	3	2	4	3	5	1
PAXIP1-AS2	27	44	12	2	2	4	20	0	0	10	1	2	1	2	3	4	3	2
PAXX	120	365	134	86	80	57	54	10	29	61	16	15	11	42	35	18	46	34
PBDC1	275	623	306	139	171	94	154	22	30	114	18	26	35	58	74	33	103	16
PBK	290	678	224	165	216	85	127	22	34	64	15	15	30	66	69	34	183	29
PBLD	108	208	75	53	64	20	39	8	18	18	2	4	9	10	14	6	46	6
PBOV1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBRM1	934	1580	638	407	366	214	444	58	157	291	66	65	98	132	269	99	229	63
PBX1	1227	2041	601	470	509	248	482	49	110	260	68	56	84	172	140	99	295	53
PBX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX2	6	19	3	4	1	1	8	0	0	0	0	0	0	0	0	0	1	0
PBX3	655	1666	548	359	365	164	280	66	164	365	67	48	38	89	160	63	141	24
PBX4	22	7	1	1	3	1	5	0	1	5	0	2	1	6	1	1	5	0
PBXIP1	374	554	134	192	70	91	120	28	48	142	8	12	32	63	50	41	70	28
PC	59	139	31	49	27	10	27	3	0	17	8	7	16	10	10	2	18	3
PCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCARE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT19	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCAT6	28	38	15	15	4	2	6	2	2	7	1	4	0	4	14	0	1	0
PCAT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBD1	218	601	200	174	68	33	90	20	26	87	14	14	33	50	65	39	96	24
PCBD2	58	116	32	20	29	14	45	2	11	24	7	0	6	3	12	6	32	6
PCBP1	2699	5020	1397	1459	1025	635	1020	142	300	888	117	181	246	314	478	275	680	188
PCBP1-AS1	1	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PCBP2	3369	5701	1437	1539	1171	700	1199	153	281	1038	137	208	344	495	567	287	739	206
PCBP2-OT1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP3	71	111	25	16	18	15	21	2	5	17	3	5	12	13	5	6	13	9
PCBP3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP4	290	349	158	100	92	39	104	3	30	102	19	9	33	46	46	45	73	14
PCCA	110	262	42	60	32	37	43	3	11	39	11	5	5	21	29	16	27	13
PCCA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCCA-DT	59	106	35	30	60	7	8	4	12	15	6	5	10	13	8	11	15	3
PCCB	220	649	287	105	157	42	85	19	30	73	20	12	22	35	74	31	144	11
PCDH1	4	3	1	3	1	0	0	0	3	1	0	0	0	0	0	0	0	0
PCDH10	2	2	21	0	3	5	0	0	0	1	0	1	0	1	6	0	1	0
PCDH11X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH11Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PCDH17	57	5	10	2	6	1	35	1	0	2	1	0	6	0	2	0	0	0
PCDH18	911	1632	884	658	336	246	346	54	203	525	71	79	83	122	309	100	321	70
PCDH19	1	0	2	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0
PCDH20	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PCDH7	88	179	33	72	28	22	37	5	15	82	8	7	3	18	7	9	25	3
PCDH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9	65	145	59	41	44	16	57	4	7	38	8	2	13	1	28	24	32	4
PCDH9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9-AS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA1	1	1	1	6	0	0	0	1	0	0	0	1	0	2	0	0	0	0
PCDHA10	0	1	11	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0
PCDHA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA2	0	1	1	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0
PCDHA3	6	4	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0
PCDHA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCDHA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PCDHA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHAC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB10	2	29	2	3	0	0	5	0	2	4	0	1	2	1	3	1	4	1
PCDHB11	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PCDHB12	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0
PCDHB13	1	5	3	7	9	8	3	0	1	1	0	3	0	1	5	0	2	0
PCDHB14	19	25	2	5	5	7	4	1	0	6	0	2	1	5	8	2	7	4
PCDHB15	0	4	4	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0
PCDHB16	15	22	21	24	22	19	2	1	2	21	1	4	1	1	4	0	18	2
PCDHB17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB18P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB19P	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PCDHB2	20	17	8	5	14	8	17	0	3	20	6	0	1	1	3	2	5	4
PCDHB3	0	3	4	1	6	0	0	0	3	0	0	0	0	0	0	1	4	1
PCDHB4	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB5	1	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PCDHB6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
PCDHB7	1	27	2	4	13	2	0	1	1	1	2	3	1	0	2	3	2	1
PCDHB8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB9	12	12	6	2	0	9	0	0	0	2	0	1	0	1	0	0	9	1
PCDHGA1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA10	122	197	41	31	13	21	27	7	12	23	1	7	1	9	38	14	21	7
PCDHGA11	22	23	7	6	6	2	11	5	1	5	1	0	1	3	6	4	2	1
PCDHGA12	11	6	1	9	1	2	0	1	0	2	0	0	1	3	1	2	8	1
PCDHGA2	16	18	26	5	7	0	9	1	0	12	1	1	1	1	0	1	2	1
PCDHGA3	6	11	10	1	4	0	2	0	0	2	0	0	0	0	1	1	4	0
PCDHGA4	1	6	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PCDHGA5	1	9	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0
PCDHGA6	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA7	6	22	9	2	5	2	6	1	2	10	1	1	2	2	3	1	1	0
PCDHGA8	54	38	75	20	12	4	22	1	14	16	1	3	11	0	25	6	15	2
PCDHGA9	2	1	2	3	5	0	0	0	0	1	3	0	0	0	0	0	0	0
PCDHGB1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB2	0	6	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0
PCDHGB3	1	0	0	5	4	0	0	0	0	0	0	0	0	0	1	0	0	0
PCDHGB4	2	1	1	0	1	0	6	0	0	1	0	0	0	0	0	0	3	0
PCDHGB5	1	13	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
PCDHGB6	6	7	1	1	1	4	0	1	0	3	0	0	0	1	0	0	1	0
PCDHGB7	19	19	6	12	3	3	9	1	0	2	1	2	0	3	4	3	3	1
PCDHGB8P	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC3	1	6	1	0	0	0	3	0	0	7	0	0	0	0	0	1	0	0
PCDHGC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCED1A	222	535	138	164	100	64	68	10	12	82	6	11	21	41	62	37	88	23
PCED1B	15	25	4	4	5	15	16	1	1	5	2	2	0	1	10	4	7	2
PCED1B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCF11	258	407	165	153	108	50	284	12	57	135	33	31	47	54	64	47	70	25
PCF11-AS1	0	12	0	0	3	0	0	1	0	5	0	0	0	2	0	2	2	1
PCGEM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCGF1	110	184	63	62	42	20	70	11	15	42	10	11	2	6	24	12	29	2
PCGF2	3	19	11	5	0	1	2	0	0	4	0	0	0	1	1	0	0	0
PCGF3	237	513	157	148	125	90	146	24	35	117	18	22	24	40	64	37	90	17
PCGF5	437	857	347	204	194	72	168	19	60	136	23	32	49	76	101	54	174	47
PCGF6	110	190	109	32	38	22	91	11	15	44	11	11	11	12	37	12	36	16
PCID2	250	549	132	160	141	50	114	19	34	93	14	16	22	36	56	29	83	23
PCIF1	212	215	60	56	74	36	49	8	22	37	21	9	9	24	28	15	36	9
PCK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCK2	1	2	1	1	0	3	1	0	1	1	0	0	0	1	0	0	1	1
PCLAF	521	1058	256	186	257	115	210	27	50	97	20	30	42	96	53	40	152	31
PCLO	1	1	0	0	2	0	1	1	0	1	0	0	0	0	0	1	1	0
PCM1	1021	1889	738	474	415	228	481	59	144	320	73	76	97	196	234	116	251	56
PCMT1	1199	2501	778	688	499	301	500	67	132	464	86	76	132	182	320	169	401	79
PCMTD1	352	662	216	223	127	87	110	25	66	172	19	29	41	68	101	41	73	31
PCMTD2	128	259	55	69	75	36	72	4	16	37	8	9	17	32	31	14	28	12
PCNA	855	1731	523	526	331	206	267	28	53	191	34	25	75	129	138	84	182	62
PCNA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCNAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCNP	1513	2567	879	836	565	266	462	81	160	530	79	79	197	236	329	163	398	94
PCNT	465	905	281	199	195	146	221	14	57	132	25	67	49	105	103	58	120	43
PCNX1	404	969	333	250	223	102	222	24	82	213	38	30	74	81	154	65	221	52
PCNX2	243	332	38	90	78	28	186	10	47	115	25	14	16	48	44	22	37	17
PCNX3	455	766	305	203	161	96	168	25	52	111	28	19	36	47	97	40	93	19
PCNX4	404	693	214	252	174	80	239	23	61	149	30	26	39	76	76	43	109	30
PCOLCE	6986	11272	2308	2862	1371	1456	2700	356	443	1733	158	419	601	860	650	513	850	427
PCOLCE-AS1	0	13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
PCOLCE2	123	386	196	28	67	72	28	12	39	22	6	17	19	13	102	12	46	13
PCOTH	25	53	4	20	11	6	1	1	5	10	0	1	3	2	5	4	2	3
PCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCP4	4	11	0	1	3	19	1	0	0	0	0	2	1	3	1	0	1	3
PCP4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSEAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK1	8	9	3	3	2	1	7	0	0	0	0	0	0	0	0	1	0	4
PCSK1N	2	6	1	7	0	2	0	2	0	1	2	3	0	1	4	1	1	0
PCSK2	1	0	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0
PCSK4	2	1	0	2	1	0	2	0	0	1	0	0	0	1	0	0	0	0
PCSK5	52	73	17	16	5	14	14	7	6	17	0	2	5	6	14	4	10	4
PCSK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK7	330	659	217	168	190	64	100	19	28	83	16	14	28	43	82	51	94	19
PCSK9	5	84	2	13	7	3	2	1	1	7	0	1	1	7	5	0	1	4
PCTP	112	145	38	49	33	9	39	3	2	38	2	1	9	13	21	13	26	7
PCYOX1	1767	3072	1083	985	633	318	464	80	209	539	62	101	175	343	404	214	441	134
PCYOX1L	57	49	26	25	10	4	31	1	2	24	2	2	7	18	11	1	12	11
PCYT1A	1035	2334	883	612	561	246	440	80	196	474	68	78	109	232	326	139	452	79
PCYT1B	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
PCYT1B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCYT2	397	604	239	157	151	41	119	24	52	151	22	29	31	59	132	46	133	17
PDAP1	1929	2907	990	758	703	332	596	63	195	586	80	105	165	234	376	156	488	131
PDC	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
PDC-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD10	585	1031	410	226	245	136	245	36	70	191	31	52	70	122	117	69	143	27
PDCD11	348	891	271	229	226	107	151	20	44	178	31	29	39	76	110	62	158	25
PDCD1LG2	77	215	89	67	97	25	17	9	16	40	20	3	10	13	15	8	74	11
PDCD2	695	1009	420	278	220	113	191	40	51	172	26	49	51	131	138	63	154	43
PDCD2L	58	93	27	48	30	12	16	0	2	8	0	2	6	5	7	6	16	1
PDCD4	523	1023	276	175	184	98	243	21	71	200	28	37	42	78	82	28	103	33
PDCD4-AS1	29	33	8	8	9	5	17	3	2	5	1	3	0	2	4	4	7	0
PDCD5	1818	3540	1162	994	857	383	657	77	199	592	97	93	197	380	388	245	648	153
PDCD6	859	1610	421	399	336	221	353	41	110	276	36	51	63	119	188	95	224	36
PDCD6IP	1141	2030	659	606	470	260	411	61	147	372	65	95	104	169	242	123	380	95
PDCD6IPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD7	356	673	178	181	113	64	138	33	33	170	21	22	30	44	73	60	80	19
PDCL	287	400	114	128	78	73	102	15	63	109	15	27	20	29	43	29	61	18
PDCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCL3	160	331	150	139	116	60	37	10	39	56	5	11	20	25	71	19	73	12
PDCL3P4	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PDE10A	3	0	0	0	2	1	0	0	0	4	1	0	0	0	0	0	2	0
PDE11A	1	16	2	0	1	0	0	0	0	2	0	0	2	0	1	3	0	0
PDE11A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE12	214	487	118	127	119	54	108	13	28	86	5	26	21	44	58	24	52	18
PDE1A	12	32	49	16	3	2	14	3	12	8	0	0	4	2	18	1	3	6
PDE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE1C	4	18	4	2	5	4	0	0	0	2	0	5	1	2	1	0	2	3
PDE2A	0	10	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
PDE2A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE2A-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE3A	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PDE3B	5	39	2	8	1	0	14	0	1	0	0	0	1	1	2	0	1	0
PDE4A	346	668	146	164	118	89	104	30	45	120	22	15	19	49	58	29	85	20
PDE4B	109	120	84	55	22	25	49	10	17	64	7	15	3	10	16	4	3	2
PDE4B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4C	3	7	0	4	0	0	1	0	1	0	0	0	0	0	0	1	1	0
PDE4D	44	90	19	27	6	8	98	7	4	43	5	6	17	11	10	13	6	11
PDE4DIP	97	161	66	72	40	15	95	5	11	77	6	10	8	9	23	11	18	7
PDE4DIPP1	5	6	2	2	1	0	3	0	6	1	0	0	1	1	1	1	3	0
PDE5A	29	150	23	15	21	5	22	1	3	6	0	1	2	11	4	7	9	2
PDE6A	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
PDE6B	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PDE6B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE6D	180	322	139	87	68	49	71	6	17	86	9	8	13	24	41	26	73	17
PDE6G	27	6	4	8	1	3	5	2	1	1	0	0	0	0	4	1	5	0
PDE6H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE7A	47	159	17	41	25	11	37	3	8	21	6	7	9	10	3	5	8	11
PDE7B	203	178	49	61	40	9	67	6	3	23	0	2	24	17	42	16	27	4
PDE8A	199	364	189	124	82	41	93	10	26	95	13	19	14	31	52	27	51	23
PDE8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE9A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFA	60	202	38	69	11	5	33	2	4	18	1	3	6	21	16	8	28	2
PDGFB	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFC	667	1386	479	386	292	183	230	28	106	264	37	59	53	59	144	54	136	40
PDGFD	12	36	13	23	2	6	20	1	2	4	1	3	1	2	6	3	1	4
PDGFRA	3466	4924	1238	1211	826	658	1136	173	214	908	92	244	250	321	298	198	438	141
PDGFRB	2298	4738	824	1367	525	598	1069	228	171	1182	81	206	184	381	286	211	305	179
PDGFRL	31	58	11	15	5	13	22	3	9	27	2	5	5	5	16	3	0	5
PDHA1	391	859	331	218	224	85	146	25	62	198	28	35	66	93	151	60	233	48
PDHA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDHB	759	1210	429	339	357	203	307	33	79	216	28	41	76	103	136	94	264	59
PDHX	173	290	83	122	72	32	68	14	36	58	14	8	14	28	34	18	50	16
PDIA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDIA3	1718	3418	1013	962	589	459	722	109	174	617	113	164	198	325	361	202	470	120
PDIA3P1	62	104	34	44	16	18	29	6	14	29	2	5	4	21	7	14	29	7
PDIA4	1537	3660	743	1284	615	395	628	80	130	632	99	136	161	244	276	225	416	143
PDIA5	724	1273	426	424	193	128	321	49	52	238	41	46	62	93	119	81	155	41
PDIA6	3178	6297	2052	2028	1329	890	1325	176	437	1139	191	270	353	507	712	391	1027	219
PDIK1L	21	40	12	15	5	7	20	1	1	4	0	2	1	2	11	3	4	1
PDILT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK1	130	190	59	32	26	35	57	5	15	43	4	13	11	15	19	10	28	8
