	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
TCTN2	109	129	164	59	81	82	65	89	58	85	60	51	279	258	23	167	257	111
TCTN3	297	228	424	177	228	176	301	301	142	364	231	144	781	608	56	789	910	284
TDG	81	82	233	40	83	131	250	265	147	203	319	160	423	330	13	345	528	251
TDGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDGF1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDO2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TDP1	50	85	132	22	69	56	58	85	49	59	85	49	175	170	25	118	307	87
TDP2	106	114	204	67	129	93	138	179	84	213	139	129	359	283	34	324	486	147
TDRD1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRD10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TDRD12	2	0	1	0	1	1	0	4	0	0	0	0	2	1	0	2	7	1
TDRD15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRD3	71	52	85	25	49	38	55	95	25	79	71	42	197	127	12	163	190	71
TDRD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TDRD6	1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0
TDRD7	40	42	111	29	68	28	60	56	23	70	75	21	157	101	16	151	291	50
TDRD9	2	2	1	0	0	0	0	1	0	0	1	0	7	9	0	0	3	0
TDRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRKH	9	17	2	3	3	1	7	12	2	7	2	2	20	5	2	25	17	3
TDRKH-AS1	2	1	0	1	1	0	0	0	0	0	1	1	3	3	0	2	0	2
TDRP	3	5	13	5	12	2	2	11	1	6	8	2	7	12	0	14	52	6
TEAD1	578	520	947	314	801	361	496	667	268	697	689	295	1685	1374	197	1680	3225	754
TEAD2	137	98	216	79	126	130	129	165	66	216	165	141	373	314	34	361	544	232
TEAD3	57	78	206	34	107	70	104	145	74	120	177	65	287	294	28	176	575	166
TEAD4	17	33	22	14	22	19	18	26	6	19	13	13	59	24	5	46	76	35
TEC	0	3	9	2	3	1	2	6	1	3	2	0	2	3	0	6	12	0
TECPR1	123	93	223	52	125	59	110	143	118	108	133	64	318	311	41	251	529	150
TECPR2	132	162	344	86	173	100	127	205	106	191	120	90	476	407	44	423	621	229
TECR	556	326	561	258	322	276	597	581	338	695	361	295	1605	977	40	1412	1420	548
TECRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECTA	0	0	0	0	1	0	2	0	1	1	0	0	1	2	0	1	2	0
TECTB	1	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0
TEDC1	51	38	103	16	78	54	27	68	54	46	68	30	94	140	17	77	260	121
TEDC2	21	34	51	10	38	27	22	50	14	26	27	12	64	93	5	63	139	58
TEDDM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEF	45	39	104	21	32	30	52	68	36	53	40	43	90	83	20	94	93	62
TEFM	36	52	85	23	43	28	39	56	35	75	45	23	159	102	12	162	193	39
TEK	16	11	6	4	16	15	14	8	3	5	8	4	37	18	4	13	56	14
TEKT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TEKT2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0
TEKT3	4	10	9	4	5	4	7	9	1	1	3	1	3	11	1	4	14	5
TEKT4	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	3	0
TEKT4P2	3	34	6	1	22	2	3	65	1	4	20	1	4	58	1	7	72	4
TEKT5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TELO2	76	88	135	41	128	64	58	91	76	60	79	39	188	178	28	191	293	96
TEMN3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEN1-CDK3	1	0	0	0	0	0	0	2	0	0	0	1	3	1	0	4	1	0
TENM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENM2	646	238	571	222	392	151	402	247	199	319	332	96	1786	488	88	782	1396	267
TENM3	236	193	181	49	98	148	158	235	66	133	83	101	689	529	19	297	351	253
TENM3-AS1	28	31	20	10	16	13	24	30	9	22	9	7	102	78	4	36	37	21
TENM4	59	116	85	37	83	20	34	110	38	55	64	14	240	374	16	175	516	82
TENT2	68	51	117	40	62	44	87	101	51	89	107	49	200	146	19	173	229	78
TENT4A	67	106	156	21	103	66	89	147	74	110	129	54	183	165	28	179	303	142
TENT4B	249	267	515	183	291	197	232	359	176	376	234	126	873	778	107	1038	1081	408
TENT5A	830	619	488	491	527	403	504	444	151	612	278	239	3346	1524	61	2031	1127	614
TENT5B	8	3	9	3	1	7	11	8	0	5	8	1	45	54	2	48	64	31
TENT5C	7	1	4	3	2	0	11	2	1	12	6	0	3	3	0	7	6	0
TENT5D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEP1	8	24	71	10	36	13	14	38	20	25	26	10	71	81	8	61	157	15
TEPP	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
TEPSIN	46	62	115	29	49	21	36	89	40	56	38	33	121	123	17	134	197	58
TERB1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
TERB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERC	71	30	49	27	53	41	28	33	18	80	17	25	234	129	5	233	169	94
TERF1	106	101	221	72	113	101	125	157	72	171	143	85	382	262	22	369	520	138
TERF1P7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TERF2	124	94	189	56	99	72	108	142	62	161	105	69	361	236	23	280	502	147
TERF2IP	354	344	661	220	391	275	529	656	266	588	523	253	1008	708	87	1088	1261	383
TERT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TES	153	153	257	95	294	245	118	228	106	121	248	192	762	471	103	434	1430	644
TESC	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0
TESC-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TESK1	232	302	783	180	383	319	346	613	420	407	487	225	684	739	131	820	1314	673
TESK2	9	7	19	3	7	7	13	23	3	8	12	9	32	25	4	24	30	18
TESMIN	0	3	8	0	1	0	2	2	0	2	7	1	10	4	1	0	20	1
TESPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TET1	36	20	34	14	21	32	18	20	13	37	16	13	76	61	8	81	66	32
TET2	40	43	50	15	37	23	36	60	14	34	34	15	142	107	14	104	153	49
TET2-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TET3	5	3	8	1	6	11	12	30	7	27	26	24	32	14	3	14	37	44
TEX10	340	281	522	201	272	266	598	535	327	619	460	290	824	618	51	799	1012	389
TEX101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TEX11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
TEX13A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13D	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TEX14	1	0	0	1	0	0	0	4	0	0	1	0	0	2	0	0	10	0
TEX15	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2
TEX19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX2	194	151	334	105	176	112	196	205	123	250	170	91	772	568	73	866	956	271
TEX21P	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
TEX22	3	2	10	2	4	3	4	7	0	7	3	0	19	11	2	8	13	1
TEX26	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
TEX26-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX261	687	510	1258	417	565	364	673	790	542	974	592	360	2235	1432	156	1938	2228	797
TEX264	396	249	619	183	281	220	486	466	300	631	251	227	1263	888	79	1221	1144	467
TEX28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX29	22	5	1	1	3	1	13	14	0	7	1	1	42	14	0	17	9	3
TEX30	73	75	171	43	83	88	110	118	47	217	129	100	210	188	17	267	416	139
TEX33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX35	1	0	1	0	0	0	0	0	2	3	0	0	0	0	0	2	1	0
TEX36	2	0	0	2	0	0	0	1	1	0	0	0	3	0	0	1	0	0
TEX36-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX38	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
TEX41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TEX44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX45	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
TEX46	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
TEX47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0
TEX49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX9	35	17	92	7	7	10	34	17	22	29	16	5	49	28	9	45	59	24
TF	0	1	0	0	5	1	2	5	0	2	0	0	4	2	0	3	7	0
TFAM	149	140	213	51	143	131	184	205	71	216	190	106	479	354	34	431	687	176
TFAMP1	3	3	0	1	0	0	4	4	0	3	3	1	9	6	1	15	11	3
TFAP2A	24	15	50	0	15	4	14	21	14	0	12	13	14	11	2	2	33	6
TFAP2A-AS1	1	1	4	0	1	0	2	0	0	0	0	0	8	1	0	0	4	1
TFAP2A-AS2	3	1	1	1	2	0	2	1	0	1	0	0	3	2	0	2	3	0
TFAP2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2C	107	91	209	99	115	70	147	167	63	205	158	89	188	154	27	250	457	106
TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2E	1	0	0	0	1	1	1	3	4	0	2	0	3	2	1	1	3	2
TFAP4	33	22	18	13	16	18	22	25	7	25	11	6	45	52	1	52	49	15
TFB1M	72	83	134	27	70	39	74	79	30	80	81	35	192	162	13	152	187	56
TFB2M	37	37	79	19	51	41	68	41	25	77	59	46	179	91	4	185	221	54
TFCP2	89	93	157	34	100	72	92	122	51	105	72	61	260	196	16	208	353	85
TFCP2L1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0
TFDP1	232	239	522	128	315	199	243	302	166	328	269	136	835	654	69	707	1315	325
TFDP2	185	217	415	104	201	144	141	299	137	177	149	105	518	501	73	352	586	322
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFE3	336	257	673	159	334	179	316	493	320	443	453	211	912	670	113	821	1432	380
TFEB	36	42	64	29	31	19	55	63	29	55	45	19	68	49	6	84	72	37
TFEC	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFG	500	604	947	300	592	404	528	850	328	713	675	339	1438	1164	207	1315	2104	756
TFIP11	240	272	491	176	277	206	269	424	190	328	238	135	753	518	86	662	881	292
TFPI	335	414	550	224	393	238	301	508	157	543	384	296	1380	1095	91	1320	1778	584
TFPI2	1230	1418	2538	1207	1046	1761	1855	1920	1030	3173	1519	1596	4534	3149	397	6451	4546	2843
TFPT	1	1	6	21	0	53	14	3	1	0	3	5	1	1	0	4	50	2
TFR2	1	2	3	1	2	3	0	0	1	2	1	3	3	4	0	3	3	6
TFRC	589	620	1215	345	486	552	629	821	395	845	577	538	2149	1632	155	1873	2020	1122
TG	1	4	2	0	0	0	1	3	4	1	0	0	5	9	0	2	4	3
TGDS	14	13	29	6	17	20	27	45	12	43	23	21	93	55	6	66	120	32
TGFA	8	2	2	1	24	0	8	5	1	3	28	1	15	6	0	5	60	2
TGFA-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB1	273	355	616	192	403	314	225	455	296	264	277	197	673	645	188	584	957	669
TGFB1I1	673	637	1064	304	788	415	653	905	522	573	654	345	1792	1340	321	1167	2539	1058
TGFB2	10	7	4	7	3	2	8	9	1	9	1	1	19	20	2	15	12	8
TGFB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
TGFB2-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB3	18	32	15	19	11	19	35	32	6	25	7	13	36	39	10	31	26	20
TGFBI	25244	20184	31613	7450	14664	16848	29936	30504	12353	19618	15917	16350	70583	51851	3892	33241	52916	30783
TGFBR1	231	247	435	116	306	195	224	288	117	240	222	162	713	539	117	606	915	358
TGFBR2	591	474	1028	318	353	281	460	503	282	779	338	263	2760	1716	163	2718	2915	724
TGFBR3	557	323	396	234	375	163	440	355	147	392	299	156	2144	920	92	1216	2055	532
TGFBR3L	41	30	100	32	45	32	43	64	78	69	50	33	125	80	15	131	156	69
TGFBRAP1	153	188	296	83	137	128	127	222	101	178	139	91	366	374	35	373	549	213
TGIF1	99	140	210	80	115	129	529	494	213	472	384	258	575	298	51	557	660	249
TGIF2	16	18	63	7	24	24	14	17	27	12	22	17	66	30	6	59	87	28
TGIF2-RAB5IF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM2	56	72	726	21	142	114	54	88	340	63	168	81	229	281	104	194	768	273
TGM3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
TGM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGOLN2	975	1419	3340	550	1381	907	922	1715	1186	1257	1382	773	3198	3883	509	3143	6063	1723
TGS1	192	213	285	119	220	152	162	274	91	199	163	106	663	493	75	567	834	256
TH	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
TH2LCRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THADA	68	68	82	48	47	45	98	66	32	114	40	25	250	153	23	232	198	68
THAP1	68	52	106	54	65	54	58	103	22	135	77	46	149	99	18	240	245	72
THAP10	10	5	27	11	14	8	7	7	7	27	18	10	15	20	5	28	48	18
THAP11	161	133	214	84	101	94	139	129	73	243	93	86	443	299	22	484	497	164
THAP12	154	118	156	57	134	98	174	168	54	207	139	68	473	288	14	388	510	149
THAP2	12	13	25	10	13	3	15	19	4	58	28	10	43	30	1	87	64	4
THAP3	131	137	217	72	102	73	130	206	81	153	122	48	311	257	26	238	330	127
THAP4	302	290	622	148	317	231	364	505	275	484	352	203	917	761	61	814	1194	468
THAP5	248	170	317	161	184	166	278	288	100	408	183	134	733	498	45	745	636	254
THAP6	45	45	75	34	44	28	29	34	10	43	44	23	134	96	6	147	137	47
THAP7	105	123	190	76	122	107	183	193	120	164	117	91	324	330	23	338	409	207
THAP7-AS1	32	22	24	19	28	9	47	39	10	27	17	6	154	48	4	61	56	7
THAP8	69	60	122	64	68	24	61	82	42	92	45	43	229	169	28	331	262	75
THAP9	10	8	7	2	3	0	7	8	2	4	4	4	18	10	0	11	31	12
THAP9-AS1	32	27	51	9	49	19	40	51	8	55	56	7	108	75	5	84	208	15
THBD	110	118	546	69	182	163	346	599	468	425	564	348	341	442	24	330	554	304
THBS1	6412	3853	21605	2864	6436	3767	8754	4356	4827	8171	7782	3055	18830	8322	5057	22779	35038	8998
THBS2	942	962	1703	474	909	804	839	1384	679	844	1127	671	2103	1884	310	1667	3164	1434
THBS3	76	96	128	38	72	59	80	113	52	104	72	71	204	240	15	152	286	116
THBS4	11	9	11	5	5	2	11	17	1	16	4	7	25	28	0	21	33	20
THCAT155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THCAT158	0	2	2	0	1	0	1	0	0	0	1	0	3	1	0	0	2	0
THEG	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEGL	0	0	0	0	2	0	0	1	0	0	0	0	2	3	0	0	3	0
THEM4	86	107	191	25	115	72	77	115	87	77	87	52	173	227	19	122	387	130
THEM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEM6	77	50	84	40	49	37	89	68	57	94	65	26	227	123	13	151	173	67
THEMIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEMIS2	38	21	35	20	25	11	36	38	11	31	14	8	79	41	0	43	51	17
THG1L	82	62	86	29	44	55	84	122	27	85	49	37	208	130	27	120	129	78
THNSL1	18	24	41	36	30	10	15	19	17	52	24	10	71	56	4	121	88	32
THNSL2	0	37	76	3	35	27	2	62	36	1	41	21	9	123	14	12	163	49
THOC1	110	153	141	65	138	78	113	199	66	134	96	66	265	236	25	236	390	104
THOC2	401	639	863	249	557	289	380	731	272	445	613	188	1129	1455	171	1152	1926	604
THOC3	27	39	56	11	45	25	21	28	15	25	24	13	72	56	8	61	126	50
THOC5	184	220	408	103	261	179	184	307	142	254	244	153	492	535	65	432	842	279
THOC6	94	65	98	46	62	37	109	120	50	143	134	72	325	229	12	283	312	142
THOC7	585	467	915	248	543	329	514	568	290	702	469	316	1741	1180	128	1493	2064	580
THOC7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOP1	225	267	511	132	306	169	200	352	297	279	281	126	597	637	84	538	1091	331
THORLNC	1	4	0	0	1	0	2	4	0	1	0	3	2	2	0	4	7	4
THPO	2	0	0	1	0	1	0	0	0	0	0	0	5	0	0	3	1	0
THRA	182	192	428	100	164	90	238	246	171	226	186	94	613	533	88	556	689	215
THRA1/BTR	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
THRAP3	1424	1397	2313	526	1511	1009	1045	1674	752	976	1143	667	3647	3256	436	2356	5312	1772
THRB	90	61	161	49	88	60	81	112	38	120	101	52	293	162	27	269	392	132
THRB-AS1	2	2	3	0	3	1	1	5	0	0	0	1	8	3	0	3	6	1
THRIL	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0
THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD1	11	43	39	15	50	24	18	60	15	27	41	15	47	73	4	83	83	26
THSD4	15	23	35	6	35	19	29	56	21	22	33	19	62	68	5	30	121	57
THSD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD4-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD7A	3	4	4	3	2	0	3	1	1	11	4	0	12	3	0	23	3	1
THSD7B	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THTPA	71	63	103	38	59	36	82	71	30	96	53	29	209	134	13	193	180	79
THUMPD1	213	212	238	115	208	114	216	259	73	245	220	110	599	380	43	623	780	222
THUMPD2	36	40	103	22	41	30	46	71	47	58	79	20	96	116	7	158	218	59
THUMPD3	306	268	443	142	333	166	279	382	112	340	282	130	820	689	49	704	1193	281
THUMPD3-AS1	20	30	36	12	19	42	29	40	14	19	29	36	74	64	8	58	98	62
THY1	3548	3890	10958	2022	3162	2254	3668	4737	5439	4922	3144	2052	9624	9617	2107	9634	12338	4673
THYN1	141	149	143	96	106	60	134	136	45	159	81	22	482	238	25	400	345	100
TIA1	109	156	145	58	100	63	115	164	33	198	103	63	370	258	21	358	389	92
TIAF1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TIAL1	330	305	556	192	350	211	416	450	235	492	552	291	1087	861	89	966	1577	418
TIAM1	33	31	34	18	8	16	25	39	12	19	10	7	42	38	8	41	29	11
TIAM2	4	12	47	4	18	12	7	9	21	14	20	7	52	92	9	88	98	42
TICAM1	55	78	225	33	97	69	115	162	151	114	225	83	200	186	41	213	439	164
TICAM2	10	2	1	2	11	3	1	5	2	5	3	3	11	3	0	5	12	6
TICRR	6	9	22	5	14	14	6	26	10	10	18	7	14	31	2	23	72	20
TIE1	0	1	0	0	0	0	2	4	1	1	0	0	5	1	0	3	2	0
TIFA	26	27	49	18	37	30	55	44	11	57	91	45	79	72	4	90	133	40
TIFAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGAR	188	193	240	149	143	83	150	182	77	284	129	74	530	361	40	674	531	165
TIGD1	24	13	13	8	20	8	12	11	5	20	7	8	45	25	1	34	26	7
TIGD2	30	21	28	14	28	29	18	33	5	30	14	12	70	92	6	76	82	31
TIGD3	0	2	0	0	0	0	1	2	2	1	0	0	4	1	0	0	0	2
TIGD4	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0
TIGD5	0	0	0	0	2	1	1	1	0	1	2	0	4	2	0	2	3	2
TIGD6	43	40	67	24	46	30	34	98	26	64	31	28	133	107	7	142	184	50
TIGD7	6	8	16	4	11	6	11	16	7	6	9	9	24	13	0	17	48	13
TIGIT	6	4	16	6	8	4	4	6	5	8	21	8	29	39	2	54	104	20
TIMD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMELESS	194	185	328	86	196	144	121	197	98	172	143	82	443	471	66	321	642	258
TIMM10	614	292	668	315	362	447	768	420	289	937	433	400	2264	964	72	2050	1508	859
TIMM10B	256	235	411	158	243	175	256	322	183	327	245	142	709	507	60	622	720	271
TIMM13	1683	1426	2720	753	1438	1232	1724	2045	1596	1856	1560	1032	4548	3783	404	4000	5284	2205
TIMM17A	378	347	941	250	486	252	449	437	327	544	469	261	1153	871	170	1192	1942	537
TIMM17B	223	168	381	152	217	158	302	284	157	371	251	118	795	463	29	892	875	284
TIMM21	86	108	194	53	128	90	71	82	60	94	89	54	359	324	15	334	518	145
TIMM22	1	0	1	3	0	1	1	1	2	4	0	3	5	3	0	0	12	2
TIMM23	391	400	766	224	428	277	459	523	284	608	441	303	1231	888	109	1099	1855	519
TIMM23B	4	6	11	0	9	3	5	18	5	13	10	10	12	15	0	12	27	4
TIMM23B-AGAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM29	67	76	206	38	79	50	130	135	75	143	121	74	220	216	24	257	370	124
TIMM44	205	209	399	116	252	170	225	428	192	290	329	151	582	575	58	549	904	328
TIMM50	586	543	964	294	666	406	571	688	511	614	532	319	1421	1174	150	1312	1991	651
TIMM8A	68	74	187	32	84	52	59	88	74	94	98	52	192	188	22	218	381	68
TIMM8B	1251	764	1770	621	900	784	1324	1272	865	1566	792	710	4026	2545	188	3592	3176	1447
TIMM9	180	129	305	93	177	119	194	252	87	322	223	106	577	452	26	497	634	224
TIMMDC1	473	324	742	301	448	254	468	501	249	704	458	260	1553	1069	65	1520	1711	476
TIMP1	31742	30567	58295	11739	15620	30361	39965	51768	30696	33580	19503	28116	76919	77200	8581	48795	56715	59728
TIMP2	4833	8033	14398	2848	6965	5306	4277	9312	4539	4801	5927	3114	12614	16828	3389	10979	24883	11097
TIMP3	3930	4929	20979	4439	7685	23128	4640	7735	6337	11097	7320	20618	8154	8949	1796	13961	21298	32673
TIMP4	37	17	16	10	11	13	57	19	9	22	11	16	190	57	2	91	51	33
TINAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	1	4	17	0	3	8	1	5	1	1	3	8	0	15	0	2	17	27
TINCR	0	0	0	4	0	2	4	1	3	1	7	3	2	0	0	4	4	2
TINF2	0	0	2	0	0	7	1	0	0	1	0	1	2	0	0	1	1	2
TIPARP	371	234	607	136	325	211	1108	747	275	783	849	580	4255	1204	153	2122	2303	815
TIPARP-AS1	8	3	6	3	8	4	8	14	4	8	6	5	14	32	1	27	22	3
TIPIN	54	50	90	26	77	39	56	79	22	47	57	35	139	137	8	142	274	63
TIPRL	262	209	432	135	226	212	265	303	130	321	253	188	781	527	63	725	855	253
TIRAP	5	18	14	11	6	11	10	21	11	20	11	10	27	28	1	28	36	13
TJAP1	75	60	105	24	60	37	75	130	71	72	91	43	184	159	15	147	312	104
TJP1	3	2	128	2	2	2	3	71	3	1	2	1	7	4	0	5	8	2
TJP2	57	58	150	49	155	39	51	83	32	75	127	21	145	156	27	214	558	82
TJP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TK1	581	453	815	219	612	354	538	488	430	512	677	260	1574	1092	127	1049	2457	652
TK2	429	445	736	222	338	226	321	410	262	465	224	134	1256	924	112	1012	983	403
TKFC	71	60	79	43	61	46	90	95	36	109	74	41	256	143	6	200	253	65
TKT	641	604	762	358	506	397	612	823	302	668	402	307	1636	984	241	1260	1378	742
TKTL1	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0
TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD1	85	68	92	43	54	57	71	66	30	94	51	33	197	108	19	195	214	98
TLCD2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
TLCD3A	268	212	582	120	231	281	403	337	224	367	281	254	720	595	73	781	864	450
TLCD3B	2	1	2	0	2	0	1	0	2	0	6	1	2	2	2	2	1	1
TLCD4	0	4	10	2	6	1	7	2	1	6	6	1	16	7	2	4	16	6
TLCD4-RWDD3	0	1	3	2	0	0	0	1	0	2	0	0	3	4	0	2	4	4
TLCD5	90	63	122	78	92	40	48	88	39	136	65	29	274	185	26	298	249	50
TLDC2	1	3	2	1	0	0	1	1	1	1	3	1	5	3	0	9	9	2
TLE1	97	95	216	77	90	71	91	119	81	164	98	35	356	295	27	427	322	181
TLE2	34	13	23	5	8	11	19	23	1	18	12	9	53	51	2	30	42	27
